employee_id,stadtteil_name,home_lat,home_lon,population_density,residential_score,transport_score,distance_to_company_km,distance_to_station,pt_access_score,nearest_station_id,walking_distance,driving_time_minutes,transit_time_minutes,transit_transfers,commute_group,time_score,convenience_score,access_score,adoption_score,ticket_recommendation
274,Wandsbek,53.55792099999999,10.082422,5900,0.25,0.9565,17.4,212.1,0.7671,6128819451.0,212.1,36.0,88.0,3.0,>60 min,0.2359,0.1415,0.7671,0.4299,Optional
275,Billstedt,53.536411,10.111128,6200,0.25,0.7826,20.29,207.7,0.7713,5515175709.0,207.7,45.0,99.0,4.0,>60 min,0.3012,0.1108,0.7713,0.4333,Optional
276,Uhlenhorst,53.563616,10.029264,5200,1.0,0.5652,16.05,198.1,0.7807,26678614.0,198.1,34.0,76.0,2.0,>60 min,0.2907,0.1847,0.7807,0.4627,Recommend Deutschlandticket
277,St. Pauli,53.56276999999999,9.957342,6100,1.0,1.0,16.33,269.6,0.7139,303536278.0,269.6,29.0,75.0,3.0,>60 min,0.2047,0.1889,0.7139,0.4184,Optional
278,Langenhorn,53.641588,9.989072,3100,1.0,0.3043,7.34,937.9,0.3096,345544871.0,937.9,16.0,67.0,1.0,>60 min,0.0413,0.2256,0.3096,0.2253,Not recommended
279,Allermöhe,53.507765,10.160009,3500,1.0,0.3913,24.49,369.9,0.6298,5936290430.0,369.9,48.0,175.0,2.0,>60 min,0.0709,0.0205,0.6298,0.2932,Not recommended
280,Bergedorf,53.487839,10.217075,2800,1.0,0.5217,28.21,225.8,0.754,5499567552.0,225.8,55.0,180.0,2.0,>60 min,0.103,0.0183,0.754,0.3523,Optional
281,Altona-Nord,53.553848,9.935019,6800,0.25,0.913,17.63,85.3,0.8989,1686600811.0,85.3,29.0,73.0,4.0,>60 min,0.2193,0.1975,0.8989,0.5042,Recommend Deutschlandticket
282,Eppendorf,53.595302,9.993246,6200,1.0,0.8261,12.45,368.8,0.6306,286529865.0,368.8,26.0,58.0,2.0,45–60 min,0.2921,0.2756,0.6306,0.4319,Optional
283,Niendorf,53.622085,9.94858,3200,1.0,0.3478,10.11,388.0,0.6157,1049060420.0,388.0,19.0,59.0,2.0,45–60 min,0.1218,0.2695,0.6157,0.3895,Optional
284,Schnelsen,53.617395,9.92131,2900,1.0,0.3043,11.34,1283.5,0.201,345127272.0,1283.5,24.0,152.0,3.0,>60 min,0.0048,0.0341,0.201,0.1003,Not recommended
285,Bramfeld,53.608949,10.081799,4200,1.0,0.4348,12.09,102.0,0.8803,5763812288.0,102.0,30.0,69.0,3.0,>60 min,0.2725,0.2158,0.8803,0.5135,Recommend Deutschlandticket
286,Barmbek-Süd,53.590267,10.036123,6400,0.25,0.8696,13.18,24.4,0.97,11131958396.0,24.4,26.0,68.0,2.0,>60 min,0.1988,0.2207,0.97,0.5394,Recommend Deutschlandticket
287,Ottensen,53.558447,9.924582,7500,1.0,0.8261,17.33,324.2,0.6668,5496142230.0,324.2,27.0,94.0,4.0,>60 min,0.0836,0.1238,0.6668,0.35,Optional
288,Uhlenhorst,53.572115,10.038448,5200,1.0,0.5652,15.19,61.6,0.9259,297073007.0,61.6,30.0,73.0,3.0,>60 min,0.2385,0.1975,0.9259,0.5197,Recommend Deutschlandticket
289,Groß Borstel,53.59409100000001,9.984829,4500,0.25,0.3913,12.62,175.6,0.8029999999999999,5944014437.0,175.6,28.0,65.0,2.0,>60 min,0.2668,0.2359,0.8029999999999999,0.4865,Recommend Deutschlandticket
290,Othmarschen,53.548174,9.893407,2800,1.0,0.1739,19.11,324.0,0.667,337604825.0,324.0,26.0,138.0,3.0,>60 min,0.0135,0.0466,0.667,0.3075,Optional
291,Langenbek,53.478754,9.944972,3400,1.0,0.3043,25.69,494.0,0.5393,5758449277.0,494.0,36.0,179.0,2.0,>60 min,0.0188,0.0187,0.5393,0.2432,Not recommended
292,Ottensen,53.549565,9.91552,7500,1.0,0.8261,18.45,139.9,0.8395,1528659456.0,139.9,28.0,97.0,3.0,>60 min,0.0851,0.1158,0.8395,0.4218,Optional
293,Duvenstedt,53.71114,10.105016,1600,0.0,0.0435,6.75,272.4,0.7114,3215072695.0,272.4,18.0,248.0,3.0,>60 min,0.0,0.004,0.7114,0.3082,Optional
294,Groß Flottbek,53.573133,9.88726,2100,1.0,0.087,16.75,77.8,0.9074,336206105.0,77.8,25.0,95.0,4.0,>60 min,0.0608,0.1211,0.9074,0.4482,Optional
295,Bergedorf,53.476596,10.207598,2800,1.0,0.5217,29.0,238.2,0.7425,5311239378.0,238.2,55.0,195.0,2.0,>60 min,0.0784,0.0131,0.7425,0.3405,Optional
296,Poppenbüttel,53.65675699999999,10.095259,2400,1.0,0.2609,8.27,174.4,0.8042,467077878.0,174.4,20.0,65.0,2.0,>60 min,0.1054,0.2359,0.8042,0.4551,Recommend Deutschlandticket
297,Norderstedt-Friedrichsgabe,53.700363,9.980381,2200,1.0,0.1304,1.67,365.1,0.6336,455484616.0,365.1,3.0,11.0,0.0,≤30 min,0.0695,0.7831,0.6336,0.5774,Recommend Deutschlandticket
298,Heimfeld,53.462673,9.943176,3800,1.0,0.4348,27.48,141.4,0.838,5696143089.0,141.4,36.0,158.0,3.0,>60 min,0.0337,0.0299,0.838,0.3791,Optional
299,Harburg,53.46121,9.979873,5200,1.0,0.7826,27.4,92.6,0.8907,289398627.0,92.6,39.0,143.0,2.0,>60 min,0.0695,0.0417,0.8907,0.4133,Optional
300,Rahlstedt,53.600889,10.166563,3600,1.0,0.6522,16.01,648.1,0.4448,6041839828.0,648.1,42.0,166.0,2.0,>60 min,0.0522,0.025,0.4448,0.2114,Not recommended
301,Harburg,53.464274,9.97446,5200,1.0,0.7826,27.08,256.2,0.7259,5687036843.0,256.2,39.0,152.0,2.0,>60 min,0.0552,0.0341,0.7259,0.3366,Optional
302,Rotherbaum,53.570297,9.99468,5200,1.0,0.7826,15.22,218.6,0.7609,412741960.0,218.6,33.0,66.0,2.0,>60 min,0.3679,0.2307,0.7609,0.4865,Recommend Deutschlandticket
303,Dulsberg,53.584768,10.076117,6800,0.25,0.7391,14.44,162.7,0.816,91851786.0,162.7,31.0,88.0,3.0,>60 min,0.159,0.1415,0.816,0.4358,Optional
304,Ohlsdorf,53.608738,10.038803,2800,1.0,0.2174,11.19,528.7,0.5164,2788916324.0,528.7,22.0,52.0,2.0,45–60 min,0.2557,0.3149,0.5164,0.3901,Optional
305,Lohbrügge,53.496562,10.200578,3200,1.0,0.3478,26.83,246.0,0.7353,1322261612.0,246.0,51.0,176.0,2.0,>60 min,0.0862,0.02,0.7353,0.3415,Optional
306,Alsterdorf,53.611698,10.011274,3900,1.0,0.3478,10.62,246.8,0.7345,6139009389.0,246.8,18.0,59.0,2.0,45–60 min,0.1025,0.2695,0.7345,0.4369,Optional
307,Uhlenhorst,53.58363000000001,10.041276,5200,1.0,0.5652,13.96,79.2,0.9058,3834914576.0,79.2,28.0,67.0,2.0,>60 min,0.2484,0.2256,0.9058,0.5234,Recommend Deutschlandticket
308,Rahlstedt,53.60361,10.149917,3600,1.0,0.6522,15.06,219.4,0.7602,9350843836.0,219.4,36.0,164.0,2.0,>60 min,0.0286,0.0261,0.7602,0.3431,Optional
309,Stellingen,53.588316000000006,9.931,4100,0.25,0.3913,14.04,184.9,0.7936,2471006828.0,184.9,20.0,79.0,4.0,>60 min,0.0523,0.1728,0.7936,0.4166,Optional
310,Rotherbaum,53.553983,9.975973,5200,1.0,0.7826,17.12,304.5,0.6834,337293173.0,304.5,34.0,73.0,3.0,>60 min,0.3176,0.1975,0.6834,0.4308,Optional
311,Alsterdorf,53.607753,10.016656,3900,1.0,0.3478,11.08,394.6,0.6106,482893800.0,394.6,20.0,53.0,2.0,45–60 min,0.192,0.308,0.6106,0.4155,Optional
312,Barmbek-Nord,53.597159,10.051653,5600,1.0,0.7826,12.64,284.4,0.7009,5763633008.0,284.4,28.0,65.0,2.0,>60 min,0.2668,0.2359,0.7009,0.4425,Optional
313,Niendorf,53.615878,9.95647,3200,1.0,0.3478,10.6,508.3,0.5297,258080408.0,508.3,22.0,69.0,2.0,>60 min,0.1181,0.2158,0.5297,0.3318,Optional
314,Hohenfelde,53.558036,10.022048,5800,1.0,0.6522,16.63,227.2,0.7528,6148360169.0,227.2,37.0,72.0,2.0,>60 min,0.3883,0.2019,0.7528,0.4763,Recommend Deutschlandticket
315,Hohenfelde,53.575249,10.016331,5800,1.0,0.6522,14.69,200.3,0.7785,1412965792.0,200.3,32.0,73.0,3.0,>60 min,0.2777,0.1975,0.7785,0.4639,Recommend Deutschlandticket
316,Sternschanze,53.570742,9.975193,7200,0.25,0.8261,15.28,255.1,0.727,418858074.0,255.1,30.0,67.0,3.0,>60 min,0.2913,0.2256,0.727,0.4548,Recommend Deutschlandticket
317,Uhlenhorst,53.56894499999999,10.018887,5200,1.0,0.5652,15.4,244.0,0.7371,335695552.0,244.0,33.0,79.0,3.0,>60 min,0.2481,0.1728,0.7371,0.431,Optional
318,Billstedt,53.528623,10.094169,6200,0.25,0.7826,20.75,77.9,0.9072,6076965719.0,77.9,44.0,163.0,2.0,>60 min,0.0669,0.0267,0.9072,0.4143,Optional
319,Eimsbüttel,53.58011800000001,9.959207,5500,1.0,0.6957,14.42,296.9,0.6899,5688077624.0,296.9,27.0,76.0,3.0,>60 min,0.1629,0.1847,0.6899,0.3982,Optional
320,Norderstedt-Mitte,53.715771,10.009569,3800,1.0,0.5217,1.07,36.0,0.956,251002162.0,36.0,6.0,35.0,0.0,30–45 min,0.008,0.4594,0.956,0.5841,Recommend Deutschlandticket
321,Sasel,53.655221,10.120746,2700,1.0,0.3043,9.68,107.5,0.8743,1468319522.0,107.5,25.0,71.0,2.0,>60 min,0.1588,0.2064,0.8743,0.485,Recommend Deutschlandticket
322,Fuhlsbüttel,53.631629,9.999175,2400,1.0,0.2609,8.39,320.2,0.6702,6178112069.0,320.2,21.0,56.0,1.0,45–60 min,0.1889,0.2881,0.6702,0.4332,Optional
323,Sternschanze,53.571595,9.967926,7200,0.25,0.8261,15.25,193.9,0.7848,428242295.0,193.9,29.0,66.0,3.0,>60 min,0.2792,0.2307,0.7848,0.4792,Recommend Deutschlandticket
324,Dulsberg,53.578351,10.053108,6800,0.25,0.7391,14.7,277.1,0.7073,277969865.0,277.1,37.0,77.0,2.0,>60 min,0.3392,0.1807,0.7073,0.4391,Optional
325,Bergedorf,53.476711,10.219255,2800,1.0,0.5217,29.36,1894.8,0.0936,339596197.0,1894.8,60.0,209.0,2.0,>60 min,0.0835,0.0096,0.0936,0.0604,Not recommended
326,Rahlstedt,53.60749499999999,10.152633,3600,1.0,0.6522,14.85,329.6,0.6623,5725360975.0,329.6,35.0,165.0,2.0,>60 min,0.0244,0.0256,0.6623,0.2999,Not recommended
327,Heimfeld,53.46170400000001,9.959119,3800,1.0,0.4348,27.46,480.1,0.5487,5671413005.0,480.1,36.0,159.0,3.0,>60 min,0.0328,0.0292,0.5487,0.2539,Not recommended
328,Groß Borstel,53.58835300000001,9.983467,4500,0.25,0.3913,13.27,273.9,0.7101,335406474.0,273.9,27.0,65.0,2.0,>60 min,0.2448,0.2359,0.7101,0.4421,Optional
329,Jenfeld,53.573175,10.13348,4800,1.0,0.5217,17.21,319.0,0.6712,339408780.0,319.0,44.0,96.0,3.0,>60 min,0.3067,0.1184,0.6712,0.394,Optional
330,Eimsbüttel,53.572527,9.957168,5500,1.0,0.6957,15.27,87.8,0.8959999999999999,13046726478.0,87.8,27.0,73.0,3.0,>60 min,0.182,0.1975,0.8959999999999999,0.4956,Recommend Deutschlandticket
331,Horn,53.567277,10.069596,4900,1.0,0.3478,16.16,477.7,0.5504,21361188.0,477.7,36.0,88.0,3.0,>60 min,0.2359,0.1415,0.5504,0.3365,Optional
332,Hoheluft-Ost,53.568035,9.962502,5800,0.25,0.6087,15.7,250.3,0.7313,5257905676.0,250.3,31.0,68.0,3.0,>60 min,0.3031,0.2207,0.7313,0.4572,Recommend Deutschlandticket
333,Billbrook,53.543223,10.061206,3800,0.25,0.5652,18.63,239.6,0.7412,344714524.0,239.6,43.0,149.0,2.0,>60 min,0.085,0.0365,0.7412,0.3499,Optional
334,Lohbrügge,53.50997,10.202378,3200,1.0,0.3478,25.59,110.9,0.8705,6425804889.0,110.9,51.0,165.0,2.0,>60 min,0.107,0.0256,0.8705,0.406,Optional
335,Rotherbaum,53.562791,9.980113,5200,1.0,0.7826,16.12,380.6,0.6214,8795902465.0,380.6,30.0,71.0,2.0,>60 min,0.255,0.2064,0.6214,0.395,Optional
336,Marienthal,53.559797,10.086284,5100,1.0,0.4783,17.28,438.7,0.5779,6128819451.0,438.7,39.0,91.0,3.0,>60 min,0.2636,0.1324,0.5779,0.3504,Optional
337,Groß Flottbek,53.581821,9.906942,2100,1.0,0.087,15.31,615.2,0.4635,1605247892.0,615.2,25.0,136.0,3.0,>60 min,0.0118,0.0487,0.4635,0.2202,Not recommended
338,Hamm,53.54541700000001,10.057285,5400,1.0,0.6522,18.34,210.5,0.7687,280810748.0,210.5,48.0,151.0,2.0,>60 min,0.117,0.0349,0.7687,0.3675,Optional
339,Bahrenfeld,53.562926,9.914967,3200,1.0,0.4348,17.06,330.7,0.6614,3481064447.0,330.7,25.0,91.0,4.0,>60 min,0.0714,0.1324,0.6614,0.3484,Optional
340,Norderstedt-Mitte,53.703769,9.994225,3800,1.0,0.5217,0.68,201.4,0.7774,458783866.0,201.4,2.0,14.0,0.0,≤30 min,0.0025,0.7326,0.7774,0.6074,Recommend Deutschlandticket
341,Rotherbaum,53.557847,9.974612,5200,1.0,0.7826,16.71,168.8,0.8098,1586118346.0,168.8,32.0,70.0,3.0,>60 min,0.305,0.2111,0.8098,0.4878,Recommend Deutschlandticket
342,Norderstedt-Garstedt,53.71687900000001,10.013424,2900,1.0,0.3478,1.3,452.8,0.5678,726598451.0,452.8,7.0,36.0,1.0,30–45 min,0.0159,0.4493,0.5678,0.4146,Optional
343,Heimfeld,53.464239,9.958229,3800,1.0,0.4348,27.18,36.0,0.9559,983823427.0,36.0,35.0,154.0,3.0,>60 min,0.0334,0.0326,0.9559,0.4309,Optional
344,Wandsbek,53.579021,10.083089,5900,0.25,0.9565,15.2,234.5,0.7459,6125403598.0,234.5,35.0,90.0,3.0,>60 min,0.2077,0.1353,0.7459,0.4129,Optional
345,Harburg,53.45898100000001,9.981047,5200,1.0,0.7826,27.64,144.0,0.8352,5541168128.0,144.0,40.0,143.0,2.0,>60 min,0.0762,0.0417,0.8352,0.3906,Optional
346,Heimfeld,53.477528,9.949829,3800,1.0,0.4348,25.78,276.7,0.7076,5758449277.0,276.7,34.0,174.0,2.0,>60 min,0.0163,0.0209,0.7076,0.3161,Optional
347,Norderstedt-Mitte,53.702808,9.996642,3800,1.0,0.5217,0.63,291.0,0.6951,458783866.0,291.0,4.0,16.0,0.0,≤30 min,0.0498,0.7008,0.6951,0.5694,Recommend Deutschlandticket
348,Schnelsen,53.62870899999999,9.924818,2900,1.0,0.3043,10.13,180.2,0.7983,10816584946.0,180.2,17.0,66.0,2.0,>60 min,0.056,0.2307,0.7983,0.4408,Optional
349,Wandsbek,53.57017800000001,10.090816,5900,0.25,0.9565,16.3,174.5,0.8041,2594409152.0,174.5,37.0,91.0,3.0,>60 min,0.2324,0.1324,0.8041,0.4418,Optional
350,Groß Flottbek,53.572185,9.898683,2100,1.0,0.087,16.51,189.5,0.7891,322550840.0,189.5,25.0,92.0,4.0,>60 min,0.0686,0.1295,0.7891,0.4018,Optional
351,Marienthal,53.55374000000001,10.088793,5100,1.0,0.4783,17.98,118.5,0.8623,307775086.0,118.5,39.0,89.0,4.0,>60 min,0.2775,0.1384,0.8623,0.478,Recommend Deutschlandticket
352,Eppendorf,53.600984,9.976731,6200,1.0,0.8261,11.93,221.1,0.7585,2390969033.0,221.1,24.0,75.0,3.0,>60 min,0.1194,0.1889,0.7585,0.4207,Optional
353,Bramfeld,53.609476,10.079798,4200,1.0,0.4348,11.98,57.2,0.9309999999999999,5763812289.0,57.2,30.0,67.0,3.0,>60 min,0.2913,0.2256,0.9309999999999999,0.5428,Recommend Deutschlandticket
354,Bramfeld,53.614812,10.092007,4200,1.0,0.4348,11.83,474.3,0.5527,5763633044.0,474.3,31.0,171.0,2.0,>60 min,0.0109,0.0224,0.5527,0.2488,Not recommended
355,Alsterdorf,53.60743000000001,10.008521,3900,1.0,0.3478,11.09,185.0,0.7936,6176548855.0,185.0,21.0,53.0,2.0,45–60 min,0.2179,0.308,0.7936,0.4995,Recommend Deutschlandticket
356,Groß Borstel,53.59619,9.986873,4500,0.25,0.3913,12.38,119.0,0.8618,288255101.0,119.0,26.0,61.0,2.0,>60 min,0.2602,0.2578,0.8618,0.5187,Recommend Deutschlandticket
357,Rothenburgsort,53.537661,10.052551,4100,1.0,0.6087,19.13,84.3,0.9,6341302861.0,84.3,44.0,141.0,2.0,>60 min,0.1103,0.0436,0.9,0.426,Optional
358,Heimfeld,53.460444,9.961902,3800,1.0,0.4348,27.58,472.2,0.5542,6289505945.0,472.2,38.0,155.0,3.0,>60 min,0.046,0.0319,0.5542,0.2599,Not recommended
359,Fuhlsbüttel,53.62844499999999,10.011492,2400,1.0,0.2609,8.76,141.4,0.838,6214805384.0,141.4,18.0,55.0,1.0,45–60 min,0.128,0.2946,0.838,0.4959,Recommend Deutschlandticket
360,Marienthal,53.568928,10.09867,5100,1.0,0.4783,16.62,265.9,0.7172,339408753.0,265.9,37.0,88.0,3.0,>60 min,0.252,0.1415,0.7172,0.4116,Optional
361,Norderstedt-Mitte,53.70539100000001,10.003306,3800,1.0,0.5217,0.18,154.3,0.8245,726615347.0,154.3,4.0,25.0,0.0,≤30 min,0.0052,0.5738,0.8245,0.5693,Recommend Deutschlandticket
362,Blankenese,53.569035,9.79886,1800,1.0,0.2174,20.45,467.9,0.5572,292046526.0,467.9,37.0,155.0,3.0,>60 min,0.0412,0.0319,0.5572,0.2602,Not recommended
363,Blankenese,53.546986,9.800472,1800,1.0,0.2174,22.29,234.5,0.7459,91891167.0,234.5,42.0,175.0,4.0,>60 min,0.0421,0.0205,0.7459,0.3375,Optional
364,Bahrenfeld,53.552573,9.898906,3200,1.0,0.4348,18.52,305.3,0.6827,1454704295.0,305.3,25.0,129.0,3.0,>60 min,0.0156,0.0569,0.6827,0.3185,Optional
365,Farmsen-Berne,53.618386,10.143923,3200,1.0,0.3913,13.57,97.2,0.8856,365099128.0,97.2,33.0,189.0,2.0,>60 min,0.0089,0.015,0.8856,0.3892,Optional
366,Barmbek-Nord,53.587223,10.035502,5600,1.0,0.7826,13.5,111.8,0.8695,2758332992.0,111.8,27.0,70.0,2.0,>60 min,0.2034,0.2111,0.8695,0.4934,Recommend Deutschlandticket
367,Harburg,53.45522800000001,9.965678,5200,1.0,0.7826,28.13,728.0,0.4025,5686864206.0,728.0,40.0,159.0,3.0,>60 min,0.051,0.0292,0.4025,0.1945,Not recommended
368,Farmsen-Berne,53.62275699999999,10.134453,3200,1.0,0.3913,12.78,52.2,0.9369,2167620991.0,52.2,31.0,181.0,2.0,>60 min,0.0079,0.0179,0.9369,0.4122,Optional
369,Sternschanze,53.55825,9.957968,7200,0.25,0.8261,16.82,353.3,0.643,1466952723.0,353.3,32.0,75.0,3.0,>60 min,0.2609,0.1889,0.643,0.3989,Optional
370,Poppenbüttel,53.655999,10.082459,2400,1.0,0.2609,7.73,251.5,0.7302,296942952.0,251.5,19.0,61.0,2.0,>60 min,0.1096,0.2578,0.7302,0.4322,Optional
371,Rothenburgsort,53.51869,10.03304,4100,1.0,0.6087,21.05,318.8,0.6714,426577645.0,318.8,50.0,170.0,2.0,>60 min,0.0907,0.0229,0.6714,0.3159,Optional
372,Stellingen,53.58003000000001,9.933706,4100,0.25,0.3913,14.86,112.0,0.8694,334472102.0,112.0,21.0,77.0,4.0,>60 min,0.0695,0.1807,0.8694,0.4556,Recommend Deutschlandticket
373,Hohenfelde,53.567748,10.015196,5800,1.0,0.6522,15.52,441.3,0.5760000000000001,5018581281.0,441.3,33.0,87.0,3.0,>60 min,0.1947,0.1447,0.5760000000000001,0.3405,Optional
374,St. Pauli,53.551352,9.960994,6100,1.0,1.0,17.54,29.8,0.9635,555016358.0,29.8,31.0,72.0,3.0,>60 min,0.2664,0.2019,0.9635,0.5431,Recommend Deutschlandticket
375,Harvestehude,53.590189,9.996734,4500,1.0,0.4783,13.01,421.2,0.5907,5943781956.0,421.2,27.0,59.0,2.0,45–60 min,0.3057,0.2695,0.5907,0.4152,Optional
376,Rotherbaum,53.56074,9.979248,5200,1.0,0.7826,16.35,191.1,0.7875,480422476.0,191.1,31.0,71.0,2.0,>60 min,0.2752,0.2064,0.7875,0.4706,Recommend Deutschlandticket
377,Norderstedt-Mitte,53.70651700000001,9.99682,3800,1.0,0.5217,0.41,15.1,0.9813,333727222.0,15.1,4.0,19.0,0.0,≤30 min,0.0235,0.6556,0.9813,0.6709,Recommend Deutschlandticket
378,Barmbek-Nord,53.591478,10.044398,5600,1.0,0.7826,13.15,59.1,0.9288,6079982759.0,59.1,29.0,56.0,2.0,45–60 min,0.3941,0.2881,0.9288,0.5853,Recommend Deutschlandticket
379,Uhlenhorst,53.582329,10.025938,5200,1.0,0.5652,13.96,247.7,0.7337,7798884956.0,247.7,34.0,72.0,3.0,>60 min,0.327,0.2019,0.7337,0.456,Recommend Deutschlandticket
380,Horn,53.557058,10.064166,4900,1.0,0.3478,17.17,171.1,0.8074,343466158.0,171.1,38.0,83.0,3.0,>60 min,0.306,0.1581,0.8074,0.4673,Recommend Deutschlandticket
381,Dulsberg,53.569611,10.070077,6800,0.25,0.7391,15.92,276.5,0.7078,531410544.0,276.5,37.0,80.0,2.0,>60 min,0.3128,0.169,0.7078,0.4298,Optional
382,Norderstedt-Mitte,53.698317,9.992137,3800,1.0,0.5217,1.2,344.1,0.6504,5321097583.0,344.1,1.0,7.0,0.0,≤30 min,0.0025,0.8559,0.6504,0.5983,Recommend Deutschlandticket
383,Harburg,53.446222,9.985052,5200,1.0,0.7826,29.05,557.1,0.4984,5696843829.0,557.1,43.0,160.0,3.0,>60 min,0.0658,0.0286,0.4984,0.2385,Not recommended
384,Alsterdorf,53.596751,10.00252,3900,1.0,0.3478,12.27,271.7,0.7121,332576439.0,271.7,23.0,59.0,2.0,45–60 min,0.209,0.2695,0.7121,0.4484,Optional
385,Uhlenhorst,53.574884,10.020655,5200,1.0,0.5652,14.75,186.6,0.7919,1448942242.0,186.6,31.0,71.0,3.0,>60 min,0.2752,0.2064,0.7919,0.4725,Recommend Deutschlandticket
386,Norderstedt-Hudtwalcker,53.716661,9.988799,3100,0.25,0.3043,1.43,88.6,0.8952,741280814.0,88.6,7.0,29.0,0.0,≤30 min,0.0432,0.525,0.8952,0.5892,Recommend Deutschlandticket
387,Hamm,53.556386,10.057165,5400,1.0,0.6522,17.14,181.0,0.7975,3020817678.0,181.0,38.0,83.0,3.0,>60 min,0.306,0.1581,0.7975,0.4631,Recommend Deutschlandticket
388,Norderstedt-Mitte,53.715481,9.991114,3800,1.0,0.5217,1.23,170.8,0.8078,1161821063.0,170.8,6.0,23.0,0.0,≤30 min,0.0588,0.5998,0.8078,0.5824,Recommend Deutschlandticket
389,Blankenese,53.54990600000001,9.812859,1800,1.0,0.2174,21.54,515.1,0.5252,1440288157.0,515.1,38.0,161.0,3.0,>60 min,0.0393,0.0279,0.5252,0.2446,Not recommended
390,Bergedorf,53.496532,10.22155,2800,1.0,0.5217,27.53,258.4,0.7240000000000001,5573984559.0,258.4,56.0,182.0,2.0,>60 min,0.1054,0.0175,0.7240000000000001,0.3395,Optional
391,Jenfeld,53.588051,10.119102,4800,1.0,0.5217,15.3,491.3,0.5411,5515175647.0,491.3,40.0,156.0,2.0,>60 min,0.055,0.0312,0.5411,0.2558,Not recommended
392,Blankenese,53.56048199999999,9.808907,1800,1.0,0.2174,20.75,238.2,0.7424,336627141.0,238.2,36.0,154.0,3.0,>60 min,0.0377,0.0326,0.7424,0.3397,Optional
393,Wandsbek,53.564677,10.096632,5900,0.25,0.9565,17.01,842.3,0.3489,339408748.0,842.3,38.0,150.0,3.0,>60 min,0.0525,0.0357,0.3489,0.1741,Not recommended
394,Billstedt,53.53364200000001,10.112516,6200,0.25,0.7826,20.61,245.3,0.7359,3424615410.0,245.3,49.0,150.0,2.0,>60 min,0.1273,0.0357,0.7359,0.3557,Optional
395,Altona-Altstadt,53.55141800000001,9.942181,4200,1.0,0.8696,17.78,217.8,0.7617,5840624552.0,217.8,35.0,78.0,4.0,>60 min,0.2927,0.1767,0.7617,0.4519,Recommend Deutschlandticket
396,Winterhude,53.589937,9.993193,4800,1.0,0.6087,13.05,193.5,0.7851,5943781956.0,193.5,28.0,57.0,2.0,45–60 min,0.355,0.2818,0.7851,0.5133,Recommend Deutschlandticket
397,Langenbek,53.467875,9.940623,3400,1.0,0.3043,26.93,555.9,0.4992,5647199187.0,555.9,35.0,165.0,2.0,>60 min,0.0244,0.0256,0.4992,0.2295,Not recommended
398,Eimsbüttel,53.57131500000001,9.943716,5500,1.0,0.6957,15.6,226.7,0.7532,10142828570.0,226.7,24.0,83.0,4.0,>60 min,0.0856,0.1581,0.7532,0.4003,Optional
399,Winterhude,53.583972,9.988457,4800,1.0,0.6087,13.73,266.5,0.7167,2161074869.0,266.5,30.0,60.0,2.0,45–60 min,0.3679,0.2636,0.7167,0.4796,Recommend Deutschlandticket
400,Winterhude,53.596994,10.005404,4800,1.0,0.6087,12.24,324.5,0.6665,6138886110.0,324.5,24.0,62.0,2.0,>60 min,0.2053,0.2521,0.6665,0.4215,Optional
401,St. Pauli,53.548612,9.970726,6100,1.0,1.0,17.76,169.3,0.8092,552421488.0,169.3,34.0,67.0,3.0,>60 min,0.3789,0.2256,0.8092,0.5076,Recommend Deutschlandticket
402,Sasel,53.650252,10.12436,2700,1.0,0.3043,10.21,653.1,0.442,12468500077.0,653.1,26.0,129.0,3.0,>60 min,0.019,0.0569,0.442,0.2154,Not recommended
403,Harburg,53.449449,9.966025,5200,1.0,0.7826,28.77,34.9,0.9573,344506735.0,34.9,38.0,161.0,3.0,>60 min,0.0393,0.0279,0.9573,0.4309,Optional
404,Othmarschen,53.544151,9.889634,2800,1.0,0.1739,19.62,319.0,0.6712,337609358.0,319.0,27.0,148.0,3.0,>60 min,0.0113,0.0373,0.6712,0.3055,Optional
405,Norderstedt-Am Waldrand,53.736803,10.010175,1800,0.0,0.0435,3.35,606.9,0.4683,4364990788.0,606.9,11.0,49.0,1.0,45–60 min,0.0316,0.3366,0.4683,0.333,Optional
406,Allermöhe,53.496398,10.153096,3500,1.0,0.3913,25.46,2742.3,0.0325,4182043139.0,2742.3,51.0,213.0,3.0,>60 min,0.0417,0.0088,0.0325,0.0255,Not recommended
407,Eimsbüttel,53.57703100000001,9.966834,5500,1.0,0.6957,14.66,256.4,0.7258,5688077621.0,256.4,33.0,68.0,3.0,>60 min,0.3462,0.2207,0.7258,0.4633,Recommend Deutschlandticket
408,Bergedorf,53.497535,10.206046,2800,1.0,0.5217,26.91,293.2,0.6932,6258791191.0,293.2,52.0,173.0,2.0,>60 min,0.0976,0.0214,0.6932,0.3261,Optional
409,Othmarschen,53.552869,9.894129,2800,1.0,0.1739,18.61,41.6,0.9493,3378384295.0,41.6,25.0,129.0,3.0,>60 min,0.0156,0.0569,0.9493,0.4335,Optional
410,Norderstedt-Am Waldrand,53.719556,10.012923,1800,0.0,0.0435,1.54,286.4,0.6991,324345360.0,286.4,7.0,30.0,1.0,≤30 min,0.0374,0.5134,0.6991,0.4992,Recommend Deutschlandticket
411,Farmsen-Berne,53.62027,10.134212,3200,1.0,0.3913,12.98,243.5,0.7376,2167620997.0,243.5,32.0,97.0,2.0,>60 min,0.1312,0.1158,0.7376,0.387,Optional
